X,Y,codigo_oaci,nome,municipio,icon_url
-42.4880555555556,-19.4705555555556,SBIP,USIMINAS,SANTANA DO PARAÍSO,./0.png
-47.4583333333333,-5.53055555555556,SBIZ,PREFEITO RENATO MOREIRA,IMPERATRIZ,./0.png
-48.4588888888889,-1.415,SBJC,BELÉM/BRIGADEIRO PROTÁSIO DE OLIVEIRA,BELÉM,./0.png
-46.9436111111111,-23.1816666666667,SBJD,COMANDANTE ROLIM ADOLFO AMARO,JUNDIAÍ,./0.png
-43.3855555555556,-21.7930555555556,SBJF,FRANCISCO DE ASSIS,JUIZ DE FORA,./0.png
-61.8466666666667,-10.8705555555556,SBJI,JI-PARANÁ,JI-PARANÁ,./0.png
-34.9502777777778,-7.14833333333333,SBJP,PRESIDENTE CASTRO PINTO,JOÃO PESSOA,./0.png
-43.37,-22.9875,SBJR,JACAREPAGUÁ/RJ - Roberto Marinho,RIO DE JANEIRO,./0.png
-39.2694444444444,-7.21916666666667,SBJU,ORLANDO BEZERRA DE MENEZES,JUAZEIRO DO NORTE,./0.png
-48.7977777777778,-26.2230555555556,SBJV,LAURO CARNEIRO DE LOYOLA,JOINVILLE,./0.png
-35.895,-7.26916666666667,SBKG,PRESIDENTE JOÃO SUASSUNA,CAMPINA GRANDE,./0.png
-47.1344444444444,-23.0069444444444,SBKP,VIRACOPOS,CAMPINAS,./0.png
-41.2769444444444,-12.4822222222222,SBLE,HORÁCIO DE MATTOS,LENÇÓIS,./0.png
-50.2816666666667,-27.7822222222222,SBLJ,LAGES,LAGES,./0.png
-51.1366666666667,-23.3302777777778,SBLO,GOVERNADOR JOSÉ RICHA,LONDRINA,./0.png
-43.4075,-13.2613888888889,SBLP,BOM JESUS DA LAPA,BOM JESUS DA LAPA,./0.png
-49.1380555555556,-5.36805555555556,SBMA,JOÃO CORREA DA ROCHA,MARABÁ,./0.png
-52.6022222222222,-0.889722222222222,SBMD,MONTE DOURADO,ALMEIRIM,./0.png
-41.7638888888889,-22.3427777777778,SBME,MACAÉ,MACAÉ,./0.png
-52.0122222222222,-23.4794444444444,SBMG,SÍLVIO NAME JÚNIOR,MARINGÁ,./0.png
-43.8219444444444,-16.7061111111111,SBMK,MÁRIO RIBEIRO,MONTES CLAROS,./0.png
-49.9269444444444,-22.1955555555556,SBML,FRANK MILOYE MILENKOVICH,MARÍLIA,./0.png
-35.7836111111111,-9.51722222222222,SBMO,ZUMBI DOS PALMARES,MACEIÓ,./0.png
-51.0702777777778,0.050833333333333,SBMQ,ALBERTO ALCOLUMBRE,MACAPÁ,./0.png
-37.3616666666667,-5.19583333333333,SBMS,DIX-SEPT ROSADO,MOSSORÓ,./0.png
-46.6338888888889,-23.5066666666667,SBMT,CAMPO DE MARTE,SÃO PAULO,./0.png
-61.2838888888889,-5.81694444444444,SBMY,MANICORÉ,MANICORÉ,./0.png
-48.6508333333333,-26.8786111111111,SBNF,MINISTRO VICTOR KONDER,NAVEGANTES,./0.png
-54.1683333333333,-28.2816666666667,SBNM,SANTO ÂNGELO,SANTO ÂNGELO,./0.png
-51.7961111111111,3.86138888888889,SBOI,OIAPOQUE,OIAPOQUE,./0.png
-51.1711111111111,-29.9938888888889,SBPA,SALGADO FILHO,PORTO ALEGRE,./0.png
-41.7302777777778,-2.89388888888889,SBPB,AEROPORTO INTERNACIONAL DE PARNAÍBA / PREFEITO DOUTOR JOÃO SILVA FILHO,PARNAÍBA,./0.png
-46.5661111111111,-21.8377777777778,SBPC,EMBAIXADOR WALTHER MOREIRA SALLES,POÇOS DE CALDAS,./0.png
-52.3286111111111,-28.2452777777778,SBPF,LAURO KURTZ,PASSO FUNDO,./0.png
-48.3577777777778,-10.29,SBPJ,BRIGADEIRO LYSIAS RODRIGUES,PALMAS,./0.png
-52.3311111111111,-31.7161111111111,SBPK,JOÃO SIMÕES LOPES NETO,PELOTAS,./0.png
-40.5636111111111,-9.3675,SBPL,SENADOR NILO COELHO,PETROLINA,./0.png
-48.4002777777778,-10.7169444444444,SDPE,PORTO NACIONAL,PORTO NACIONAL,./0.png
-55.7025,-22.5497222222222,SBPP,PONTA PORÃ,PONTA PORÃ,./0.png
-43.9891666666667,-19.9091666666667,SBPR,CARLOS PRATES,BELO HORIZONTE,./0.png
-39.0777777777778,-16.4380555555556,SBPS,PORTO SEGURO,PORTO SEGURO,./0.png
-63.9027777777778,-8.71361111111111,SBPV,GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA,PORTO VELHO,./0.png
-67.8980555555556,-9.86833333333333,SBRB,PLÁCIDO DE CASTRO,RIO BRANCO,./0.png
-54.7216666666667,-16.5880555555556,SBRD,RONDONÓPOLIS - MAESTRO MARINHO FRANCO (*SWRD),RONDONÓPOLIS,./0.png
-34.9227777777778,-8.12638888888889,SBRF,GUARARAPES - GILBERTO FREYRE,RECIFE,./0.png
-43.1625,-22.91,SBRJ,SANTOS DUMONT,RIO DE JANEIRO,./0.png
-47.7766666666667,-21.1363888888889,SBRP,LEITE LOPES,RIBEIRÃO PRETO,./0.png
-35.3663888888889,-5.76888888888889,SBSG,GOVERNADOR ALUIZIO ALVES,SÃO GONÇALO DO AMARANTE,./0.png
-45.8711111111111,-23.2288888888889,SBSJ,PROFESSOR URBANO ERNESTO STUMPF,SÃO JOSÉ DOS CAMPOS,./0.png
-44.2361111111111,-2.58694444444445,SBSL,MARECHAL CUNHA MACHADO,SÃO LUÍS,./0.png
-53.6922222222222,-29.7108333333333,SBSM,SANTA MARIA,SANTA MARIA,./0.png
-54.7858333333333,-2.42472222222222,SBSN,MAESTRO WILSON FONSECA,SANTARÉM,./0.png
-46.6563888888889,-23.6261111111111,SBSP,CONGONHAS,SÃO PAULO,./0.png
-49.4047222222222,-20.8161111111111,SBSR,PROFESSOR ERIBERTO MANOEL REINO,SÃO JOSÉ DO RIO PRETO,./0.png
-38.3225,-12.9086111111111,SBSV,DEPUTADO LUÍS EDUARDO MAGALHÃES,SALVADOR,./0.png
-56.3991666666667,-1.48444444444444,SBTB,TROMBETAS,TROMBETAS,./0.png
-53.6963888888889,-24.6852777777778,SBTD,LUIZ DALCANALE FILHO,TOLEDO,./0.png
-42.8244444444444,-5.06055555555556,SBTE,SENADOR PETRÔNIO PORTELLA,TERESINA,./0.png
-64.7252777777778,-3.38027777777778,SBTF,TEFÉ,TEFÉ,./0.png
-51.6802777777778,-20.7513888888889,SBTG,TRÊS LAGOAS,TRÊS LAGOAS,./0.png
-70.7827777777778,-8.15472222222222,SBTK,TARAUACÁ,TARAUACÁ,./0.png
-49.81,-29.415,SSTE,TORRES,TORRES,./0.png
-69.9377777777778,-4.25055555555556,SBTT,TABATINGA,TABATINGA,./0.png
-49.7197222222222,-3.77694444444444,SBTU,TUCURUÍ,TUCURUÍ,./0.png
-66.9858333333333,-0.148055555555556,SBUA,SÃO GABRIEL DA CACHOEIRA,SÃO GABRIEL DA CACHOEIRA,./0.png
-38.2511111111111,-9.40111111111111,SBUF,PAULO AFONSO,PAULO AFONSO,./0.png
-57.0369444444444,-29.7833333333333,SBUG,RUBEM BERTA,URUGUAIANA,./0.png
-48.2252777777778,-18.8836111111111,SBUL,TEN CEL AVIADOR CÉSAR BOMBONATO,UBERLÂNDIA,./0.png
-47.9661111111111,-19.7647222222222,SBUR,MARIO DE ALMEIDA FRANCO,UBERABA,./0.png
-45.4733333333333,-21.5888888888889,SBVG,MAJOR BRIGADEIRO TROMPOWSKY,VARGINHA,./0.png
-60.0972222222222,-12.6941666666667,SBVH,VILHENA,VILHENA,./0.png
-40.2863888888889,-20.2580555555556,SBVT,EURICO DE AGUIAR SALLES,VITÓRIA,./0.png
-43.1730555555555,-21.5130555555556,SBZM,PRESIDENTE ITAMAR FRANCO,GOIANÁ,./0.png
-47.3583333333333,-22.3369444444444,SDAA,ARARAS,ARARAS,./0.png
-51.0963888888889,-21.6961111111111,SDAD,EVERALDO MORAES BARRETO,ADAMANTINA,./0.png
-47.8961111111111,-22.5836111111111,SDAE,SÃO PEDRO,SÃO PEDRO,./0.png
-44.3072222222222,-22.9752777777778,SDAG,ANGRA DOS REIS,ANGRA DOS REIS,./0.png
-47.2680555555556,-22.7552777777778,SDAI,AMERICANA,AMERICANA,./0.png
-47.1080555555556,-22.8591666666667,SDAM,ESTADUAL DE CAMPOS DOS AMARAIS - PREFEITO FRANCISCO AMARAL,CAMPINAS,./0.png
-47.5858333333333,-20.8769444444444,SDBA,BATATAIS,BATATAIS,./0.png
-48.4736111111111,-20.9002777777778,SDBB,BEBEDOURO,BEBEDOURO,./0.png
-48.4675,-22.9366666666667,SDBK,TANCREDO DE ALMEIDA NEVES,BOTUCATU,./0.png
-48.7063888888889,-22.0691666666667,SDBY,BARIRI,BARIRI,./0.png
-48.3569444444444,-24.0336111111111,SDCA,CAPÃO BONITO,CAPÃO BONITO,./0.png
-68.9241666666667,-3.47055555555556,SDCG,SENADORA EUNICE MICHILES,SÃO PAULO DE OLIVENÇA,./0.png
-47.4863888888889,-23.4830555555556,SDCO,SOROCABA,SOROCABA,./0.png
-51.3838888888889,-20.9258333333333,SDDN,PAULINO RIBEIRO DE ANDRADE,ANDRADINA,./0.png
-51.6069444444444,-21.4605555555556,SDDR,DRACENA,DRACENA,./0.png
-52.1436111111111,-21.775,SDEP,GERALDO MOACIR BORDON,PRESIDENTE EPITÁCIO,./0.png
-47.7244444444444,-23.1047222222222,SDET,TIETÊ,TIETÊ,./0.png
-50.2138888888889,-20.2766666666667,SDFD,CORONEL AVIADOR CARLOS ORLEANS GUIMARÃES,FERNANDÓPOLIS,./0.png
-40.9375,-9.1575,SDFX,CASA NOVA,CASA NOVA,./0.png
-49.6561111111111,-22.1836111111111,SDGC,GARÇA,GARÇA,./0.png
-50.6530555555556,-21.2630555555556,SDGR,GUARARAPES,GUARARAPES,./0.png
-48.8558333333333,-21.7472222222222,SDIG,IBITINGA,IBITINGA,./0.png
-46.7855555555556,-24.1647222222222,SDIM,DR. ANTONIO RIBEIRO NOGUEIRA JÚNIOR,ITANHAÉM,./0.png
-47.7686111111111,-20.3752777777778,SDIV,ITUVERAVA,ITUVERAVA,./0.png
-48.2855555555556,-21.2308333333333,SDJC,JABOTICABAL,JABOTICABAL,./0.png
-47.8422222222222,-20.5933333333333,SDJO,SÃO JOAQUIM DA BARRA,SÃO JOAQUIM DA BARRA,./0.png
-46.8405555555556,-22.0166666666667,SDJV,MUNICIPAL DE SÃO JOÃO DA BOA VISTA,SÃO JOÃO DA BOA VISTA,./0.png
-40.0916666666667,-9.15527777777778,SDKF,JUAZEIRO,CURAÇÁ,./0.png
-45.1872222222222,-11.0211111111111,SDKJ,FORMOSA DO RIO PRETO,FORMOSA DO RIO PRETO,./0.png
-47.0338888888889,-21.4872222222222,SDKK,MOCOCA,MOCOCA,./0.png
-51.0183333333333,-21.7494444444444,SDLC,LUCÉLIA,LUCÉLIA,./0.png
-41.7908333333333,-13.5830555555556,SDLE,RIO DE CONTAS,RIO DE CONTAS,./0.png
-42.2647222222222,-14.4811111111111,SDLK,CACULÉ,CACULÉ,./0.png
-47.3822222222222,-22.2269444444444,SDLL,YOLANDA PENTEADO,LEME,./0.png
-48.7744444444444,-22.5783333333333,SDLP,MUNICIPAL JOSÉ BOSO,LENÇÓIS PAULISTA,./0.png
-48.3508333333333,-21.6241666666667,SDLY,ARMANDO NATALI,MATÃO,./0.png
-42.8288888888889,-22.9180555555556,SBMI,MARICÁ,MARICÁ,./0.png
-49.4861111111111,-20.8072222222222,SDMH,MIRASSOL,MIRASSOL,./0.png
-46.9047222222222,-22.41,SDMJ,MOGI MIRIM,MOGI MIRIM,./0.png
-48.5297222222222,-21.2613888888889,SDMO,MONTE ALTO,MONTE ALTO,./0.png
-49.2344444444444,-21.4977777777778,SDNH,NOVO HORIZONTE,NOVO HORIZONTE,./0.png
-56.0386111111111,-13.8211111111111,SDNM,BRIGADEIRO EDUARDO GOMES,NOVA MUTUM,./0.png
-48.5761111111111,-22.6961111111111,SDNO,NELSON GARÓFALO,SÃO MANUEL,./0.png
-49.9113888888889,-22.9736111111111,SDOU,AEROPORTO MUNICIPAL DE OURINHOS JORNALISTA BENEDITO PIMENTEL,OURINHOS,./0.png
-50.5705555555556,-14.7447222222222,SDOV,MOZARLÂNDIA,MOZARLÂNDIA,./0.png
-51.05,-6.76222222222222,SDOW,OURILÂNDIA DO NORTE,OURILÂNDIA DO NORTE,./0.png
-45.4319444444444,-22.9438888888889,SDPD,PINDAMONHANGABA,PINDAMONHANGABA,./0.png
-50.0319444444444,-21.4102777777778,SDPN,PENÁPOLIS,PENÁPOLIS,./0.png
-51.8844444444444,-21.8933333333333,SDPV,PRESIDENTE VENCESLAU,PRESIDENTE VENCESLAU,./0.png
-47.6194444444444,-22.7105555555556,SDPW,PEDRO MORGANTI,PIRACICABA,./0.png
-47.4216666666667,-22.0277777777778,SDPY,PIRASSUNUNGA,PIRASSUNUNGA,./0.png
-47.5625,-22.4316666666667,SDRK,RIO CLARO,RIO CLARO,./0.png
-48.9841666666667,-23.0930555555556,SDRR,AVARÉ-ARANDU,AVARÉ,./0.png
-44.4816666666667,-22.4786111111111,SDRS,RESENDE,RESENDE,./0.png
-47.9033333333333,-21.8763888888889,SDSC,MÁRIO PEREIRA LOPES,SÃO CARLOS,./0.png
-55.6688888888889,-12.4727777777778,SBSO,REGIONAL DE SORRISO ADOLINO BEDIN (SDSS*),SORRISO,./0.png
-46.5747222222222,-23.1283333333333,SDTB,ATIBAIA,ATIBAIA,./0.png
-47.88,-23.3319444444444,SDTF,TATUÍ,TATUÍ,./0.png
-51.6008333333333,-21.3933333333333,SDTI,TUPI PAULISTA,TUPI PAULISTA,./0.png
-44.7202777777778,-23.2244444444444,SDTK,PARATI,PARATI,./0.png
-50.5058333333333,-21.89,SDTP,JOSÉ VICENTE FARIA LIMA,TUPÃ,./0.png
-45.0761111111111,-23.4413888888889,SDUB,ESTADUAL GASTÃO MADEIRA,UBATUBA,./0.png
-41.8755555555556,-21.2194444444444,SDUN,ITAPERUNA,ITAPERUNA,./0.png
-50.6069444444444,-22.4269444444444,SDUQ,PARAGUAÇU PAULISTA,PARAGUAÇU PAULISTA,./0.png
-49.8169444444444,-22.2302777777778,SDVE,VERA CRUZ,VERA CRUZ,./0.png
-50.0025,-20.4572222222222,SDVG,DOMINGOS PIGNATARI,VOTUPORANGA,./0.png
-54.7227777777778,-1.91694444444444,SDWQ,ALENQUER,ALENQUER,./0.png
-47.5302777777778,-14.1191666666667,SDXF,ALTO PARAÍSO DE GOIÁS,ALTO PARAÍSO DE GOIÁS,./0.png
-53.1683333333333,-18.4913888888889,SDXJ,COSTA RICA,COSTA RICA,./0.png
-40.2975,-5.93333333333333,SDZG,PEDRO TEIXEIRA CASTELO REGIONAL TAUÁ,TAUÁ,./0.png
-37.7552777777778,-6.3625,SIBU,CATOLÉ DO ROCHA,CATOLÉ DO ROCHA,./0.png
-38.4975,-7.5625,SIBW,CONCEIÇÃO,CONCEIÇÃO,./0.png
-37.1366666666667,-7.87833333333333,SIBY,MONTEIRO,MONTEIRO,./0.png
-38.1136111111111,-7.31111111111111,SIBZ,ITAPORANGA,ITAPORANGA,./0.png
-36.14,-6.4875,SICB,PEDRO SIMÕES PIMENTA,CUITÉ,./0.png
-55.9502777777778,-13.0377777777778,SILC,AEROPORTO MUNICIPAL BOM FUTURO ,LUCAS DO RIO VERDE,./0.png
-47.3825,-20.5902777777778,SIMK,TENENTE LUND PRESSOTO,FRANCA,./0.png
-57.5388888888889,-11.2866666666667,SIZX,JUARA SUL,JUARA,./0.png
-49.5577777777778,-8.83777777777778,SJAU,ARAGUACEMA,ARAGUACEMA,./0.png
-45.345,-3.65388888888889,SJBY,JOÃO SILVA,SANTA INÊS,./0.png
-48.1155555555556,-5.68444444444444,SJGU,ARAGUATINS,ARAGUATINS,./0.png
-49.0602777777778,-28.6752777777778,SBJA,REGIONAL SUL,JAGUARUNA,./0.png
-55.4008333333333,-7.12583333333333,SJNP,NOVO PROGRESSO,NOVO PROGRESSO,./0.png
-63.0488888888889,-9.88472222222222,SJOG,ARIQUEMES,ARIQUEMES,./0.png
-50.4091666666667,-18.4461111111111,SJQN,QUIRINÓPOLIS,QUIRINÓPOLIS,./0.png
-52.1675,-32.0833333333333,SJRG,REGIONAL DE RIO GRANDE,RIO GRANDE,./0.png
-56.4888888888889,-2.07277777777778,SJTS,TERRA SANTA,TERRA SANTA,./0.png
-52.2452777777778,-15.8991666666667,SJVO,ARAGARÇAS,ARAGARÇAS,./0.png
-38.6158333333333,-6.88277777777778,SJZA,PEDRO VIEIRA MOREIRA,CAJAZEIRAS,./0.png
-40.5352777777778,-7.58638888888889,SNAB,ARARIPINA,ARARIPINA,./0.png
-37.0883333333333,-8.40777777777778,SNAE,ARCOVERDE,ARCOVERDE,./0.png
-48.1902777777778,-18.6680555555556,SNAG,ARAGUARI,ARAGUARI,./0.png
-36.6305555555556,-9.77638888888889,SNAL,ARAPIRACA,ARAPIRACA,./0.png
-44.8944444444444,-20.9113888888889,SNAM,SANTO ANTÔNIO DO AMPARO,SANTO ANTÔNIO DO AMPARO,./0.png
-43.3230555555556,-15.7319444444444,SNAP,JANAÚBA,JANAÚBA,./0.png
-40.6672222222222,-16.1838888888889,SNAR,CIRILO QUEIRÓZ,ALMENARA,./0.png
-45.1905555555556,-18.225,SNAS,TRÊS MARIAS,TRÊS MARIAS,./0.png
-37.8047222222222,-4.56861111111111,SBAC,ARACATI (SNAT*),ARACATI,./0.png
-50.4530555555556,-22.64,SNAX,MARCELO PIRES HALZHAUSEN,ASSIS,./0.png
-48.5958333333333,-20.5855555555556,SNBA,CHAFEI AMSEI (SBBT*),BARRETOS,./0.png
-45.2161111111111,-5.5025,SNBC,BARRA DO CORDA,BARRA DO CORDA,./0.png
-41.0419444444444,-19.4988888888889,SNBG,BAIXO GUANDU - AIMORÉS,BAIXO GUANDU,./0.png
-44.8197222222222,-4.22805555555556,SNBI,BACABAL,BACABAL,./0.png
-42.3944444444444,-21.1261111111111,SNBM,CRISTIANO FERREIRA VARELLA,MURIAÉ,./0.png
-45.0094444444444,-12.0791666666667,SNBR,BARREIRAS,BARREIRAS,./0.png
-46.0533333333333,-7.52527777777778,SNBS,BALSAS,BALSAS,./0.png
-43.1475,-11.0811111111111,SNBX,BARRA,BARRA,./0.png
-42.2291666666667,-13.4905555555556,SNBZ,PARAMIRIM,PARAMIRIM,./0.png
-45.3355555555556,-20.8925,SNCA,CAMPO BELO,CAMPO BELO,./0.png
-40.3641666666667,-7.04944444444444,SNCS,CAMPOS SALES,CAMPOS SALES,./0.png
-42.1111111111111,-19.7252777777778,SNCT,CARATINGA,UBAPORANGA,./0.png
-40.5844444444444,-19.4844444444444,SNCX,COLATINA,COLATINA,./0.png
-42.9166666666667,-20.4030555555556,SNCZ,PONTE NOVA,PONTE NOVA,./0.png
-49.9797222222222,-8.03111111111111,SNDC,REDENÇÃO,REDENÇÃO,./0.png
-43.6502777777778,-18.2322222222222,SNDT,JUSCELINO KUBITSCHEK,DIAMANTINA,./0.png
-44.87,-20.1819444444444,SNDV,BRIGADEIRO ANTÔNIO CABRAL,DIVINÓPOLIS,./0.png
-40.8725,-15.5194444444444,SNDW,DIVISA,ENCRUZILHADA,./0.png
-47.3163888888889,-3.01972222222222,SNEB,NAGIB DEMACHKI,PARAGOMINAS,./0.png
-38.9552777777778,-15.6663888888889,SNED,SÓCRATES REZENDE,CANAVIEIRAS,./0.png
-51.0227777777778,-28.4319444444444,SNEE,VACARIA NOVO,VACARIA,./0.png
-39.0325,-10.5275,SNEU,EUCLIDES DA CUNHA,EUCLIDES DA CUNHA,./0.png
-45.9330555555556,-21.4316666666667,SNFE,COMANDANTE PASCHOAL PATROCÍNIO FILHO,ALFENAS,./0.png
-45.4866666666667,-20.3952777777778,SNFO,FORMIGA,FORMIGA,./0.png
-48.9588888888889,-20.0047222222222,SNFU,FRUTAL,FRUTAL,./0.png
-51.99,-6.64027777777778,SNFX,SÃO FÉLIX DO XINGU,SÃO FÉLIX DO XINGU,./0.png
-40.4916666666667,-20.6463888888889,SNGA,GUARAPARI,GUARAPARI,./0.png
-45.3672222222222,-9.83361111111111,SNGB,GILBUÉS,GILBUÉS,./0.png
-43.5808333333333,-6.78305555555556,SNGD,GUADALUPE,GUADALUPE,./0.png
-44.3691666666667,-9.05944444444444,SNGG,BOM JESUS DO GURGUÉIA,BOM JESUS,./0.png
-42.7461111111111,-14.2080555555556,SNGI,GUANAMBI,GUANAMBI,./0.png
-36.4713888888889,-8.83444444444445,SNGN,GARANHUNS,GARANHUNS,./0.png
-42.5188888888889,-11.4416666666667,SNGT,GENTIO DO OURO,GENTIO DO OURO,./0.png
-46.7302777777778,-21.3266666666667,SNGX,GUAXUPÉ,GUAXUPÉ,./0.png
-38.3286111111111,-8.06138888888889,SNHS,SANTA MAGALHÃES,SERRA TALHADA,./0.png
-40.2702777777778,-12.4997222222222,SNIB,ITABERABA,ITABERABA,./0.png
-41.8469444444444,-11.34,SNIC,IRECÊ,IRECÊ,./0.png
-42.4938888888889,-14.0122222222222,SNIE,CAETITÉ,CAETITÉ,./0.png
-39.2944444444444,-6.34666666666667,SNIG,IGUATU,IGUATU,./0.png
-38.4869444444444,-11.1252777777778,SNIO,CIPÓ,CIPÓ,./0.png
-40.2772222222222,-15.2444444444444,SNIP,ITAPETINGA,ITAPETINGA,./0.png
-43.2255555555556,-12.1644444444444,SNIT,IBOTIRAMA,IBOTIRAMA,./0.png
-39.6841666666667,-14.1733333333333,SNIU,IPIAÚ,IPIAÚ,./0.png
-40.5533333333333,-11.1630555555556,SNJB,JACOBINA,JACOBINA,./0.png
-38.9063888888889,-12.2005555555556,SDIY,JOÃO DURVAL CARNEIRO (SBFE*),FEIRA DE SANTANA,./0.png
-40.0713888888889,-13.8777777777778,SNJK,JEQUIÉ,JEQUIÉ,./0.png
-42.1838888888889,-20.2597222222222,SNJM,ELIAS BREDER,MANHUAÇU,./0.png
-44.3863888888889,-15.4747222222222,SNJN,JANUÁRIA,JANUÁRIA,./0.png
-34.8419444444444,-7.09166666666667,SNJO,AEROCLUBE DE JOÃO PESSOA,JOÃO PESSOA,./0.png
-46.12,-17.7875,SNJP,JOÃO PINHEIRO,JOÃO PINHEIRO,./0.png
-41.025,-16.4722222222222,SNJQ,JEQUITINHONHA,JEQUITINHONHA,./0.png
-44.2252777777778,-21.0855555555556,SNJR,PREFEITO OCTÁVIO DE ALMEIDA NEVES,SÃO JOÃO DEL REI,./0.png
-44.5505555555556,-14.1672222222222,SNKC,COCOS,COCOS,./0.png
-43.4338888888889,-19.0202777777778,SNKD,CONCEIÇÃO DO MATO DENTRO,CONCEIÇÃO DO MATO DENTRO,./0.png
-43.7980555555556,-20.7386111111111,SNKF,DAS BANDEIRINHAS,CONSELHEIRO LAFAIETE,./0.png
-41.1863888888889,-20.8352777777778,SNKI,CACHOEIRO DE ITAPEMIRIM,CACHOEIRO DE ITAPEMIRIM,./0.png
-37.0780555555556,-6.43916666666667,SNKK,CAICÓ,CAICÓ,./0.png
-36.5405555555556,-6.28083333333333,SNKN,CURRAIS NOVOS,CURRAIS NOVOS,./0.png
-45.1363888888889,-10.4519444444444,SNKR,CORRENTE,CORRENTE,./0.png
-44.5152777777778,-10.9891666666667,SNKS,SANTA RITA DE CÁSSIA,SANTA RITA DE CÁSSIA,./0.png
-39.0327777777778,-9.90305555555556,SNKU,CANUDOS,CANUDOS,./0.png
-45.4958333333333,-19.1572222222222,SNLI,DOUTOR JOSÉ MOURÃO,ABAETÉ,./0.png
-40.0694444444444,-19.3552777777778,SNLN,MUNICIPAL DE LINHARES,LINHARES,./0.png
-45.0452777777778,-22.0916666666667,SNLO,SÃO LOURENÇO,SÃO LOURENÇO,./0.png
-41.1538888888889,-8.16638888888889,SNLT,PAULISTANA,PAULISTANA,./0.png
-54.0713888888889,-1.99666666666667,SNMA,MONTE ALEGRE,MONTE ALEGRE,./0.png
-42.6722222222222,-13.025,SNMC,MACAÚBAS,MACAÚBAS,./0.png
-48.9802777777778,-15.8480555555556,SNMH,PIRENÓPOLIS,PIRENÓPOLIS,./0.png
-40.4661111111111,-13.3861111111111,SNMJ,MARACÁS,MARACÁS,./0.png
-43.9791666666667,-15.0930555555556,SNMK,MOCAMBINHO,JAÍBA,./0.png
-42.5838888888889,-17.2338888888889,SNMN,MINAS NOVAS,MINAS NOVAS,./0.png
-38.9838888888889,-14.1172222222222,SNMR,MARAÚ,MARAÚ,./0.png
-39.8336111111111,-18.7213888888889,SNMX,SÃO MATEUS,SÃO MATEUS,./0.png
-52.2358333333333,-1.74138888888889,SNMZ,PORTO DE MOZ,PORTO DE MOZ,./0.png
-43.0211111111111,-21.5422222222222,SNNE,SEBASTIÃO CARLOS LEITE,SÃO JOÃO NEPOMUCENO,./0.png
-40.3297222222222,-17.8230555555556,SNNU,NANUQUE,NANUQUE,./0.png
-40.3366666666667,-3.67888888888889,SNOB,AERÓDROMO PÚBLICO DE SOBRAL,SOBRAL,./0.png
-41.1797222222222,-11.5344444444444,SNOC,MORRO DO CHAPÉU,MORRO DO CHAPÉU,./0.png
-42.1672222222222,-7.01888888888889,SNOE,OEIRAS,OEIRAS,./0.png
-46.3933333333333,-22.2975,SNOF,OURO FINO,OURO FINO,./0.png
-46.6597222222222,-20.7333333333333,SNOS,MUNICIPAL JOSÉ FIGUEIREDO,PASSOS,./0.png
-70.3408333333333,-8.14138888888889,SNOU,NOVO AERÓDROMO DE FEIJÓ,FEIJÓ,./0.png
-55.8358333333333,-1.71361111111111,SNOX,ORIXIMINÁ,ORIXIMINÁ,./0.png
-44.6008333333333,-19.8425,SNPA,PARÁ DE MINAS,PARÁ DE MINAS,./0.png
-41.5194444444444,-7.06527777777778,SNPC,PICOS,PICOS,./0.png
-46.4913888888889,-18.6722222222222,SNPD,PATOS DE MINAS,PATOS DE MINAS,./0.png
-41.7719444444444,-13.1655555555556,SNPI,PIATÃ,PIATÃ,./0.png
-46.9827777777778,-18.9091666666667,SNPJ,PATROCÍNIO,PATROCÍNIO,./0.png
-45.0233333333333,-19.2033333333333,SNPO,TENENTE XAVIER,POMPÉU,./0.png
-36.6377777777778,-8.37416666666667,SNPQ,PESQUEIRA,PESQUEIRA,./0.png
-72.7694444444444,-7.59944444444444,SBCZ,CRUZEIRO DO SUL,CRUZEIRO DO SUL,./0.png
